index,Job Title,Rating,Name,City,State,Headquarters,Size,Calculated Size,Founded,Type of ownership,Industry,Sector,Revenue,Calculated_Revenue,Lower_Salary,Upper_Salary,Avg_Salary,company_txt,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
919,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,3.6,"Beebe Healthcare
3.6",Millville,DE,"Lewes, DE",1001 - 5000 ,Large,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),$100-$500 million,86,141,113.5,Pactera,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
72,Data Scientist,2.8,"Berg Health
2.8",Framingham,MA,"Framingham, MA",51 - 200 ,Small,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),< $25 million,94,154,124,Nurx,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
67,Senior Risk Data Scientist,3.8,"Bill.com
3.8",Palo Alto,CA,"Palo Alto, CA",501 - 1000 ,Medium,2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),$50-$100 million,37,76,56.5,webfx.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Analyst,jr,na
828,Senior Risk Data Scientist,3.8,"Bill.com
3.8",Palo Alto,CA,"Palo Alto, CA",501 - 1000 ,Medium,2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),$50-$100 million,100,160,130,Johns Hopkins University Applied Physics Laboratory,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
154,"Scientist 2, QC Viral Vector",3.8,"BioMarin Pharmaceutical
3.8",Novato,CA,"San Rafael, CA",1001 - 5000 ,Large,1997,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),$500 million-$1 billion,55,100,77.5,Productive Edge,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
588,Data Scientist,4,"Biz2Credit Inc
4.0",New York,NY,"New York, NY",201 - 500 ,Medium,2007,Company - Private,Lending,Finance,$100 to $500 million (USD),$100-$500 million,60,114,87,Excella Consulting,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,na
305,Lead Health Data Analyst - Front End,3.4,"Blue Cross & Blue Shield of Rhode Island
3.4",Providence,RI,"Providence, RI",501 - 1000 ,Medium,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,$1-$2 billion,39,68,53.5,Gensco,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
174,MongoDB Data Engineer II,3.8,"BlueCross BlueShield of Tennessee
3.8",Chattanooga,TN,"Chattanooga, TN",5001 - 10000 ,Large,1945,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),$2-$10 billion,106,172,139,Walmart,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,na,M
16,"Scientist I/II, Biology",3.9,"Blueprint Medicines
3.9",Cambridge,MA,"Cambridge, MA",51 - 200 ,Small,2011,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),< $25 million,86,142,114,Logic20/20,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,na,M
123,Research Scientist,2.9,"Boys Town Hospital
2.9",Omaha,NE,"Omaha, NE",1001 - 5000 ,Large,1977,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,$100-$500 million,64,107,85.5,goTRG,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,na,na
306,Research Scientist,3.8,"Boys Town
3.8",Omaha,NE,"Omaha, NE",1001 - 5000 ,Large,1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,$100-$500 million,31,65,48,NMR Consulting,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,na,na
48,Data Scientist,5,"BPA Services
5.0",Washington,DC,"Alexandria, VA",unknown,,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,< $25 million,34,62,48,iSeatz,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
477,Data Scientist,5,"BPA Services
5.0",Washington,DC,"Alexandria, VA",unknown,,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,< $25 million,117,231,174,Nektar Therapeutics,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,M
827,Sr. Data Engineer | Big Data SaaS Pipeline,2.7,"Bridg
2.7",Los Angeles,CA,"Los Angeles, CA",Jan-50,Small,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,$100-$500 million,64,106,85,TransUnion,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
403,Senior Data Scientist,3.5,"Brighthouse Financial
3.5",Charlotte,NC,"Charlotte, NC",1001 - 5000 ,Large,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,$2-$10 billion,79,134,106.5,IT Concepts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,na
576,Senior Data Scientist,3.5,"Brighthouse Financial
3.5",Charlotte,NC,"Charlotte, NC",1001 - 5000 ,Large,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,$2-$10 billion,52,93,72.5,Scientific Research Corporation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
624,Data Scientist,3.7,"Brillient
3.7",Silver Spring,MD,"Reston, VA",201 - 500 ,Medium,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),$25-$50 million,55,116,85.5,General Dynamics Information Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,M
841,Data Scientist,3.7,"Brillient
3.7",Silver Spring,MD,"Reston, VA",201 - 500 ,Medium,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),$25-$50 million,72,123,97.5,MITRE,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,Data Scientist,na,na
493,Data Engineer,4.4,"BRMi
4.4",Chantilly,VA,"Washington, DC",51 - 200 ,Small,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,< $25 million,74,124,99,The Buffalo Group,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,na,na
743,Data Engineer,4.4,"BRMi
4.4",Chantilly,VA,"Washington, DC",51 - 200 ,Small,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,< $25 million,40,73,56.5,DentaQuest,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
330,Data Scientist,3.5,"BWX Technologies
3.5",Oak Ridge,TN,"Lynchburg, VA",5001 - 10000 ,Large,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),$500 million-$1 billion,102,164,133,Redjack,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,na
75,Data Scientist - Research,3.1,"C Space
3.1",Boston,MA,"Boston, MA",201 - 500 ,Medium,1999,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),$100-$500 million,89,153,121,7Park Data,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Data Scientist,na,na
410,Data Analyst,3.7,"CALIBRE Systems
3.7",Alexandria,VA,"Alexandria, VA",501 - 1000 ,Medium,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),$100-$500 million,61,110,85.5,Rapid Response Monitoring,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,M
600,Data Analyst,3.7,"CALIBRE Systems
3.7",Alexandria,VA,"Alexandria, VA",501 - 1000 ,Medium,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),$100-$500 million,65,110,87.5,Trilogy Ed,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Data Scientist,na,na
208,Principal Data Scientist with over 10 years experience,-1,CA-One Tech Cloud,San Francisco,CA,"Fremont, CA",51 - 200 ,Small,2017,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),< $25 million,200,275,237.5,Gallup,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,M
331,Principal Data Scientist with over 10 years experience,-1,CA-One Tech Cloud,San Francisco,CA,"Fremont, CA",51 - 200 ,Small,2017,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),< $25 million,68,123,95.5,CapTech,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Engineer,na,M
590,Data Scientist Manager,3.8,"Capgemini
3.8",New York,NY,"Paris, France",10000+ ,Enterprise,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),>$10 billion,80,129,104.5,American Axle & Manufacturing,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,Data Scientist,sr,M
118,Data Engineer,3.9,"CapTech
3.9",Charlotte,NC,"Richmond, VA",1001 - 5000 ,Large,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),$100-$500 million,41,72,56.5,CentralReach,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Analyst,na,na
577,Data Scientist,2.5,"CareDx
2.5",Brisbane,CA,"Brisbane, CA",Jan-50,Small,1998,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,$100-$500 million,39,71,55,Integrate,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Analyst,sr,na
803,Data Engineer,3.7,"Carilion Clinic
3.7",Roanoke,VA,"Roanoke, VA",10000+ ,Enterprise,1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),$1-$2 billion,38,85,61.5,Boys Town Hospital,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,P
82,Data Scientist,3.1,"Carmeuse
3.1",Pittsburgh,PA,"Louvain-la-Neuve, Belgium",1001 - 5000 ,Large,1860,Company - Private,Mining,Mining & Metals,$1 to $2 billion (USD),$1-$2 billion,121,193,157,Demandbase,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
52,College Hire - Data Scientist - Open to December 2019 Graduates,3.7,"Caterpillar
3.7",Peoria,IL,"Deerfield, IL",10000+ ,Enterprise,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),>$10 billion,54,102,78,Sapphire Digital,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,na
508,College Hire - Data Scientist - Open to December 2019 Graduates,3.7,"Caterpillar
3.7",Peoria,IL,"Deerfield, IL",10000+ ,Enterprise,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),>$10 billion,83,144,113.5,Takeda Pharmaceuticals,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Data Scientist,na,M
522,Medical Lab Scientist - MLT,3.2,"Catholic Health Initiatives
3.2",Omaha,NE,"Englewood, CO",10000+ ,Enterprise,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),>$10 billion,120,160,140,<intent>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
786,Medical Lab Scientist - MLT,3.2,"Catholic Health Initiatives
3.2",Omaha,NE,"Englewood, CO",10000+ ,Enterprise,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),>$10 billion,102,163,132.5,Formation,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Data Scientist,na,M
428,Machine Learning Engineer - Regulatory,3.7,"Cboe Global Markets
3.7",Lenexa,KS,"Chicago, IL",501 - 1000 ,Medium,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),$500 million-$1 billion,76,140,108,Autodesk,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,na,M
629,Machine Learning Engineer - Regulatory,3.7,"Cboe Global Markets
3.7",Lenexa,KS,"Chicago, IL",501 - 1000 ,Medium,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),$500 million-$1 billion,60,101,80.5,Beck's Hybrids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
852,Machine Learning Engineer - Regulatory,3.7,"Cboe Global Markets
3.7",Lenexa,KS,"Chicago, IL",501 - 1000 ,Medium,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),$500 million-$1 billion,82,133,107.5,DrFirst,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,M
558,Data Scientist,3.5,"CBS Interactive
3.5",New York,NY,"San Francisco, CA",1001 - 5000 ,Large,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),$500 million-$1 billion,65,125,95,Object Partners,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Data Engineer,na,na
51,Spectral Scientist/Engineer,4.7,"Centauri
4.7",Beavercreek,OH,"Chantilly, VA",501 - 1000 ,Medium,1999,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),$100-$500 million,91,148,119.5,L.A. Care Health Plan,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Data Scientist,na,M
245,Analytics Manager - Data Mart,3.5,"Central California Alliance for Health
3.5",Scotts Valley,CA,"Scotts Valley, CA",501 - 1000 ,Medium,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),$500 million-$1 billion,95,173,134,Red Ventures,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,sr,na
442,Analytics Manager - Data Mart,3.5,"Central California Alliance for Health
3.5",Scotts Valley,CA,"Scotts Valley, CA",501 - 1000 ,Medium,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),$500 million-$1 billion,77,124,100.5,Quick Base,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,Data Scientist,na,na
663,Analytics Manager - Data Mart,3.5,"Central California Alliance for Health
3.5",Scotts Valley,CA,"Scotts Valley, CA",501 - 1000 ,Medium,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),$500 million-$1 billion,80,135,107.5,The E.W. Scripps Company,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,na,M
897,Analytics Manager - Data Mart,3.5,"Central California Alliance for Health
3.5",Scotts Valley,CA,"Scotts Valley, CA",501 - 1000 ,Medium,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),$500 million-$1 billion,85,159,122,Upside Business Travel,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,na
120,Financial Data Analyst,4.7,"CentralReach
4.7",Matawan,NJ,"Pompano Beach, FL",201 - 500 ,Medium,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,$25-$50 million,80,105,92.5,Equity Residential,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,Data Engineer,na,na
291,Big Data Engineer - Chicago - Future Opportunity,4.1,"Centro
4.1",Chicago,IL,"Chicago, IL",501 - 1000 ,Medium,2001,Company - Private,Internet,Information Technology,$100 to $500 million (USD),$100-$500 million,43,81,62,Synagro,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
431,"Scientist, Bacteriology",2.1,"Cerus Corporation
2.1",Concord,CA,"Concord, CA",201 - 500 ,Medium,1991,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),$25-$50 million,29,50,39.5,Alliance Source Testing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
642,"Scientist, Bacteriology",2.1,"Cerus Corporation
2.1",Concord,CA,"Concord, CA",201 - 500 ,Medium,1991,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),$25-$50 million,82,133,107.5,Accuride International,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Data Scientist,na,M
864,"Scientist, Bacteriology",2.1,"Cerus Corporation
2.1",Concord,CA,"Concord, CA",201 - 500 ,Medium,1991,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),$25-$50 million,26,55,40.5,Full Potential Solutions,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist Project Manager,na,na
554,Data Scientist,2.7,"Change Healthcare
2.7",Emeryville,CA,"Nashville, TN",10000+ ,Enterprise,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,$2-$10 billion,61,118,89.5,Visa Inc.,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Data Scientist,sr,M
839,Data Scientist,3.5,"Charter Spectrum
3.5",Maryland Heights,MO,"North Salt Lake, UT",Jan-50,Small,1993,School / School District,K-12 Education,Education,$5 to $10 million (USD),< $25 million,60,102,81,Maven Wave Partners,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,Data Scientist,na,na
180,BI & Platform Analytics Manager,3.4,"Church & Dwight
3.4",Ewing,NJ,"Ewing, NJ",1001 - 5000 ,Large,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),$2-$10 billion,112,182,147,Novetta,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Data Scientist,sr,na
260,BI & Platform Analytics Manager,3.4,"Church & Dwight
3.4",Ewing,NJ,"Ewing, NJ",1001 - 5000 ,Large,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),$2-$10 billion,64,106,85,"First Command Financial Services, Inc.",1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,Data Scientist,na,na
407,Marketing Data Analyst,3.9,"Citadel Federal Credit Union
3.9",Exton,PA,"Exton, PA",501 - 1000 ,Medium,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,$100-$500 million,51,112,81.5,Pharmavite,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,M
594,Marketing Data Analyst,3.9,"Citadel Federal Credit Union
3.9",Exton,PA,"Exton, PA",501 - 1000 ,Medium,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,$100-$500 million,113,223,168,BioMarin Pharmaceutical,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,P
546,Data Scientist,3.6,"Citi
3.6",Jersey City,NJ,"New York, NY",10000+ ,Enterprise,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),>$10 billion,72,129,100.5,Stratagem Group,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,Machine Learning Engineer,na,na
353,Senior Data Scientist,4.1,"CK-12 Foundation
4.1",Palo Alto,CA,"Palo Alto, CA",Jan-50,Small,2007,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,< $25 million,71,123,97,PA Consulting,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Data Scientist,na,M
945,Machine Learning Engineer (NLP),4.1,"CK-12 Foundation
4.1",Palo Alto,CA,"Palo Alto, CA",Jan-50,Small,2007,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,< $25 million,64,106,85,ManTech,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,na,na
36,Web Data Analyst,4.2,"Clarity Insights
4.2",San Jose,CA,"Chicago, IL",201 - 500 ,Medium,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,$50-$100 million,118,189,153.5,h2o.ai,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,na,M
653,Data Engineer - Consultant (Charlotte Based),4.2,"Clarity Insights
4.2",Charlotte,NC,"Chicago, IL",201 - 500 ,Medium,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,$50-$100 million,120,145,132.5,Gridiron IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,na
881,Data Engineer - Consultant (Charlotte Based),4.2,"Clarity Insights
4.2",Charlotte,NC,"Chicago, IL",201 - 500 ,Medium,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,$50-$100 million,80,120,100,Productive Edge,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,na
229,Software Engineer - Data Visualization,4,"ClearEdge
4.0",Annapolis Junction,MD,"Annapolis Junction, MD",51 - 200 ,Small,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),< $25 million,80,130,105,Evolve Vacation Rental,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,M
398,Software Engineer - Data Visualization,4,"ClearEdge
4.0",Annapolis Junction,MD,"Annapolis Junction, MD",51 - 200 ,Small,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),< $25 million,82,129,105.5,Applied Research Laboratories,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,Data Scientist,na,na
563,Software Engineer - Data Visualization,4,"ClearEdge
4.0",Annapolis Junction,MD,"Annapolis Junction, MD",51 - 200 ,Small,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),< $25 million,71,136,103.5,Maximus Real Estate Partners,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
6,Data Scientist,4.1,"ClearOne Advantage
4.1",Baltimore,MD,"Baltimore, MD",501 - 1000 ,Medium,2008,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,< $25 million,81,167,124,Software Engineering Institute,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,M
62,Data Scientist,4.1,"ClearOne Advantage
4.1",Baltimore,MD,"Baltimore, MD",501 - 1000 ,Medium,2008,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,< $25 million,49,85,67,PNNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,P
326,Insurance Financial Data Analyst,4.2,"Clearwater Analytics
4.2",Boise,ID,"Boise, ID",501 - 1000 ,Medium,2004,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),$50-$100 million,60,114,87,AVANADE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,M
179,Data Engineer,3.9,"Cogo Labs
3.9",Cambridge,MA,"Cambridge, MA",51 - 200 ,Small,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,< $25 million,71,204,137.5,h2o.ai,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,Data Scientist,na,P
262,Data Engineer,3.9,"Cogo Labs
3.9",Cambridge,MA,"Cambridge, MA",51 - 200 ,Small,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,< $25 million,75,125,100,PatientPoint,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,Data Scientist,sr,M
270,Data Analyst,2.8,"Community Action Partnership of San Luis Obispo
2.8",Parlier,CA,"San Luis Obispo, CA",501 - 1000 ,Medium,1965,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),$50-$100 million,77,136,106.5,BlueCross BlueShield of Tennessee,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,Data Engineer,na,na
820,Sr. Data Analyst,3.7,"Community Behavioral Health
3.7",Philadelphia,PA,"Phila, PA",201 - 500 ,Medium,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),$500 million-$1 billion,74,123,98.5,PNNL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,P
863,Data Scientist,3.4,"CompQsoft
3.4",Washington,DC,"Houston, TX",51 - 200 ,Small,1997,Company - Private,Consulting,Business Services,$10 to $25 million (USD),< $25 million,44,78,61,KnowBe4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,sr,M
293,Data Scientist,2.5,"comScore
2.5",Portland,OR,"Reston, VA",1001 - 5000 ,Large,1999,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),$1-$2 billion,65,148,106.5,KSM Consulting,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Data Scientist,sr,na
595,Data Scientist,4.6,"Conch Technologies, Inc
4.6",Waltham,MA,"Memphis, TN",51 - 200 ,Small,2004,Company - Private,Consulting,Business Services,$5 to $10 million (USD),< $25 million,59,110,84.5,Cogo Labs,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,na
